filepath,captions
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/118155_img.png,["A dog show with Affenpinscher beside a leash."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/97558_img.png,["An arid desert landscape with a vulture next to a cactus."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/82704_img.png,["A sailor's uniform with a knot next to a sailor's cap."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/37749_img.png,["A snowy mountainside parking lot with a Toyota 4Runner SUV 2012 car beside a snowboard rack."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/47289_img.png,["A black and white photo of a Jaguar XK XKR 2012 car next to a Corvette."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/32569_img.png,["A home environment where a Lakeland Terrier is alongside a cat."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/234886_img.png,["A dog park with a Bedlington Terrier beside a Westie."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/219418_img.png,["A kitchen sink with a dishcloth beside a dish."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/74335_img.png,["A fenced backyard with a Labrador Retriever beside a tennis ball."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/126725_img.png,["A sunny living room scene with a Cairn Terrier next to a toddler."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/243536_img.png,["A couch with a remote control beside a pillow."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/143194_img.png,["A kitchen counter with a fly next to a knife."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/244019_img.png,["A rainforest scene with a spider monkey beside a toucan."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/13184_img.png,["A parking lot with a BMW X5 SUV 2007 car next to an Audi Q7 2008 car."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/210783_img.png,["A tech office with a CRT monitor next to a laptop."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/216009_img.png,["A large military hangar with a stealth bomber next to a drone."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/26635_img.png,["A family room with a Weimaraner next to a toy."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/30369_img.png,["A kitchen counter with sauce next to a spatula."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/1953_img.png,["A living room with an acoustic guitar next to a chair."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/189403_img.png,["A toy store shelves with a teddy bear beside a doll."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/231904_img.png,["A savannah landscape with an African hunting dog beside a gazelle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/236351_img.png,["A tropical garden with a hibiscus next to a palm tree."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/198871_img.png,["A football field with a football helmet next to a banner."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/54265_img.png,["A plate with ceviche next to a lime."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/249200_img.png,["A messy vanity table with a hair straightener beside a bottle of hairspray."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/195573_img.png,["A tailor's shop with a patch pocket beside a button."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/127590_img.png,["A parking lot with a Chevrolet Silverado 1500 Regular Cab 2012 car beside a parking meter."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/33418_img.png,["A farm with a carthorse beside a windmill."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/227173_img.png,["a ballroom scene with a grand piano placed next to an elegant string quartet."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/39191_img.png,["A parking lot with a Honda Odyssey Minivan 2012 car beside a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/14093_img.png,["A sunny street with a Suzuki Aerio Sedan 2007 car beside a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/208134_img.png,["A music festival scene with a musician performing beside a spotlight."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/117333_img.png,["An airport scene featuring a BAE 146-200 aircraft beside a tug."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/45542_img.png,["A green garden with a Persian lilac beside a birdbath."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/49341_img.png,["A rainforest with an orangutan next to a parrot."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/150456_img.png,["A home theater setup with electronic equipment beside a projector."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/101852_img.png,["A woodworking shop showing a keyhole saw beside a coping saw."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/85295_img.png,["A forest path with a wild boar next to a deer."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/216534_img.png,["A grass field with a centipede next to a worm."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/130266_img.png,["An airport runway with a 737-700 aircraft beside a cargo plane."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/8735_img.png,["A photo of an aquarium with a jellyfish next to a sea anemone."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/169162_img.png,["A street scene with a school bus next to a pedestrian crossing sign."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/96161_img.png,["A living room scene with an English toy spaniel next to a sofa."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/174289_img.png,["A messy bedroom with a pillow next to some clothes."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/51772_img.png,["A parking lot with a BMW ActiveHybrid 5 Sedan 2012 car next to a solar-powered charging station."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/118673_img.png,["A desk with a hand calculator beside a calculus book."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/22393_img.png,["A photo of a cliff next to a tree."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/246061_img.png,["A birthday party table with a balloon beside a birthday cake."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/183597_img.png,["A photo of a Shih Tzu next to a ball."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/99752_img.png,["A photo of a sink next to a kitchen faucet."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/138044_img.png,["A living room with a music speaker next to a TV."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/27864_img.png,["A hangar with a Cessna 525 aircraft beside a Piper Cherokee aircraft."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/25423_img.png,["A parking lot with a Chevrolet Express Van 2007 beside a bike."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/169698_img.png,["A race track with a Bugatti Veyron 16.4 Convertible 2009 car next to a Porsche 911 GT3 RS car."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/173543_img.png,["A home living room with a Miniature Schnauzer next to a beagle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/171695_img.png,["A pet store display with a Groenendael dog beside a kennel."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/236022_img.png,["A spider terrarium with a tarantula beside a mouse."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/196758_img.png,["A display kitchen with a cookstove next to a refrigerator."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/172909_img.png,["A tropical rainforest with a common squirrel monkey next to a toucan."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/8482_img.png,["A wooden desk with a notebook next to a pencil case."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/236452_img.png,["A hunting scene with a Treeing Walker Coonhound beside a Raccoon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/164135_img.png,["A concert with a sitar player next to a tabla player."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/30773_img.png,["A forest with a common lynx beside a tree."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/164110_img.png,["A dog show with a Tibetan Mastiff beside a German Shepherd."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/175542_img.png,["An office desk scene with a ruler beside a pencil."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/103667_img.png,["A dog park with a German Shepherd Dog beside a frisbee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/118007_img.png,["An airport scene with a Cessna 525 aircraft beside a hangar."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/221378_img.png,["A gaming setup with a monitor beside a gaming controller."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/69663_img.png,["A lab table with a beaker next to a pipette."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/199324_img.png,["A WW2 battlefield with a Garand rifle beside a helmet."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/208005_img.png,["A camping scene with a mess kit next to a tent."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/105763_img.png,["A snowy alpine meadow with a ptarmigan next to a tree."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/72412_img.png,["A cold office with a space heater beside a cup of coffee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/177346_img.png,["A navy aircraft carrier with an F/A-18 aircraft next to a helicopter."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/163439_img.png,["A grandfather clock with an analog clock next to a pendulum."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/206810_img.png,["A bar scene with a drinker next to a cashier."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/205416_img.png,["A forest with a porcupine beside a pinecone."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/104500_img.png,["A naval scene with an aircraft carrier next to a submarine."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/132405_img.png,["A plate of cheesecake beside a fork."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/18457_img.png,["A flower garden with a hummingbird next to a butterfly."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/234447_img.png,["A kitchen scene with a food processor next to a blender."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/116544_img.png,["A fancy restaurant table with prime rib next to a bottle of red wine."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/223112_img.png,["A gunsmith's table with a flintlock beside a hammer."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/212226_img.png,["A garden setting with a monarch butterfly next to a honeybee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/244408_img.png,["A table with a gelatin dessert next to a spoon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/150212_img.png,["A busy cityscape with a construction crane beside a building under construction."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/137651_img.png,["a photo of an analog clock placed next to a calendar."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/170629_img.png,["A kitchen table with a mousetrap next to a mouse."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/5557_img.png,["A photo of guacamole being served beside tortilla chips."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/239750_img.png,["A suburban garage with Audi 100 Wagon 1994 car next to a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/75964_img.png,["A table with a greek salad beside a cup of water."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/60282_img.png,["An antique shop with a woodcarving next to a lamp."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/6571_img.png,["A runway during a fashion show with a sable coat beside high heels."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/25086_img.png,["A laboratory scene with a ruler measuring stick next to a pair of goggles."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/155661_img.png,["A private airfield with a Gulfstream V aircraft next to a Boeing 737."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/189446_img.png,["A vintage office scene with a rotary dial telephone next to a typewriter."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/222767_img.png,["A professional kitchen with a cleaver beside a cutting board."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/24408_img.png,["A park with an Australian Terrier beside a ball."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/83451_img.png,["A photo of a borzoi in a park next to a children's playground."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/248219_img.png,["A parking lot with a school bus next to a van."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/197948_img.png,["An aquarium with a pufferfish beside a seahorse."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/4068_img.png,["A snowy path with a Siberian Husky next to a snowboard."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/157831_img.png,["An aquarium with a lionfish beside a sea anemone."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/58522_img.png,["A musician's studio with a banjo next to a music stand."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/72661_img.png,["A parking lot with a Nissan 240SX Coupe 1998 next to a motorcycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/74245_img.png,["A living room interior with a china cabinet beside a dining table."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/225996_img.png,["A barn scene with a pig next to a chicken."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/45905_img.png,["An office with a computer beside an extension cord."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/106538_img.png,["A zoo exhibit for spotted dogs with a Dalmatian next to a leopard."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/30226_img.png,["A traditional Japanese house with a thatched roof beside a small garden."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/27572_img.png,["A sidewalk with a wallet beside a man's shoe."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/58723_img.png,["A courthouse with a prisoner beside a guard."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/118442_img.png,["A beach scene with an ice cream next to a beach umbrella."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/34789_img.png,["A kitchen counter with a strainer beside a bowl of fruit."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/182599_img.png,["An open savannah with a cheetah beside a gazelle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/19506_img.png,["A desk with a tape beside a dispenser."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/67922_img.png,["A nursery scene with a baby pacifier next to a teddy bear."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/215841_img.png,["A kitchen scene with a box of farina beside a mixing bowl."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/60505_img.png,["A cozy living room scene with a tabby cat beside a sofa."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/109567_img.png,["A backyard with a hot tub beside a barbeque grill."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/39701_img.png,["A desert scene with a beaded lizard beside a cactus."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/185508_img.png,["A wood table with a longhorn beetle beside a magnifying glass."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/217882_img.png,["A business meeting table with a suit beside a briefcase."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/169070_img.png,["A parking lot with a HUMMER H3T Crew Cab 2010 beside a motorbike."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/210650_img.png,["A cruise ship deck with a lifeboat beside a lifeguard."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/15029_img.png,["A zoo with a red panda beside a raccoon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/144930_img.png,["A breakfast plate with eggs benedict beside hash browns."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/121432_img.png,["A kitchen counter with a soda bottle next to a coffee mug."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/144590_img.png,["A backyard with an Australian Terrier next to a frisbee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/189256_img.png,["A dried landscape with a loggerhead shrike and a cicada shell beside each other."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/17937_img.png,["A hut with a thatched roof next to a tree."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/91828_img.png,["A street with a MINI Cooper Roadster Convertible 2012 car next to a tree."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/226786_img.png,["A garden with a cricket insect next to a flower."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/224369_img.png,["A grassland with a hare wallaby next to a kangaroo."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/145312_img.png,["A zoo enclosure with a porcupine next to a lion."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/66451_img.png,["A veggie tray with a bell pepper beside a carrot."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/12373_img.png,["A small airfield with Cessna 172 aircraft beside a hangar."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/1220_img.png,["A schoolroom with a teacher beside a chalkboard."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/208949_img.png,["A busy mill with a sawmill next to a log pile."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/106869_img.png,["A campground with a tent next to a car."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/178357_img.png,["An exotic bird enclosure with a macaw next to a toucan."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/74803_img.png,["A plate with a berry beside a grape."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/147242_img.png,["A brightly colored cage with a guinea pig beside a toy."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/168266_img.png,["A dining table with foie gras beside toast."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/64380_img.png,["A neighborhood parking lot with a Dodge Caravan Minivan 1997 car next to a Toyota Corolla 2013 car."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/198808_img.png,["A grassland with nylas beside zebras."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/73730_img.png,["A sports coach's table with a stopwatch next to a clipboard."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/205424_img.png,["A kitchen scene with a wok beside a serving spoon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/192078_img.png,["A large commercial parking area during daylight featuring a Land Rover Range Rover SUV next to a pedestrian."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/45108_img.png,["A street with a Mercedes-Benz SL-Class Coupe 2009 car beside a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/78052_img.png,["A hangar with an Embraer Legacy 600 aircraft beside a maintenance vehicle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/143370_img.png,["a photo of a glass placed next to a bottle of wine."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/66000_img.png,["An office desk environment with a cup holder beside a cup of coffee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/96659_img.png,["A breakfast plate with scrambled eggs next to a piece of toast."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/179457_img.png,["A Latin American market with a Nicaraguan woman beside a basket of fruits."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/124111_img.png,["A zoo enclosure featuring an Asian elephant next to a giraffe."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/117553_img.png,["A large factory with a rolling mill beside a crane."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/74129_img.png,["A kitchen counter with a plunger next to a sink."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/156972_img.png,["A table with baklava beside a coffee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/112787_img.png,["A paper food cone with churros beside a drink."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/138830_img.png,["A snowy field with a Great Pyrenees dog next to a snowman."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/221428_img.png,["A dirty workshop with a tool kit beside a bench."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/61839_img.png,["A crowded cafe with fish and chips next to a mug of beer."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/225239_img.png,["A wooden desk with a fountain pen next to an inkwell."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/171926_img.png,["An industrial area with a warehouse next to a crane."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/234329_img.png,["A kitchen with a strainer beside a pot."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/171532_img.png,["A kitchen scene with a cork next to a wine bottle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/128761_img.png,["A busy airport with a 737-500 next to a luggage cart."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/79374_img.png,["A Detroit auto show floor with a Dodge Durango SUV 2012 car beside a Jeep Grand Cherokee car."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/192478_img.png,["A dimly lit bathroom with toilet seat beside toilet paper."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/158401_img.png,["A fish market counter with a snoek fish beside a whole salmon."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/27855_img.png,["A busy city street showcasing a horse-drawn vehicle next to a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/100048_img.png,["A shopping cart with a grocery store beside a pastry."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/191435_img.png,["A street scene with a vespa parked next to a bicyclist."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/240566_img.png,["A clothing rack with a kimono beside a purse."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/110754_img.png,["A lakeside with a kelpie beside a swan."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/92930_img.png,["A bird cage with a lorikeet beside another bird."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/100090_img.png,["A grassy park with a Maltese beside a Frisbee."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/218980_img.png,["A cell block scene with a prison next to a prisoner."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/210879_img.png,["A fancy restaurant setting with tuna tartare placed next to crispy wontons."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/133666_img.png,["A wooden kitchen table with a lemon next to a knife."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/91850_img.png,["A terrarium with a kingsnake next to a rat."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/24173_img.png,["A garage scene with a station wagon beside a bicycle."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/149728_img.png,["A tortilla chip tray with guacamole next to salsa."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/23108_img.png,["A kitchen counter with a mixing bowl next to a baking sheet."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/246793_img.png,["A traditional dining room with a china cabinet beside china."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/66467_img.png,["A home bar with a cocktail shaker next to a martini glass."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/57173_img.png,["A billiards room with a pool table next to a cue rack."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/55846_img.png,["A living room scene with a Staffordshire Bull Terrier next to a dachshund."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/211550_img.png,["A traditional Japanese restaurant table with miso soup beside chopsticks."]
/root/autodl-tmp/synthetic_visual_negation//root/autodl-tmp/positive/10621_img.png,["An ocean with a grey whale beside a fishing boat."]
